ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates,iso_region_len
K08D,small_airport,Stanley Municipal Airport,2245.0,,US,US-ND,STANLEY,K08D,,08D,"-102.40599822998047, 48.30080032348633",5
K08K,small_airport,Harvard State Airport,1815.0,,US,US-NE,HARVARD,K08K,,08K,"-98.07980346679688, 40.65140151977539",5
K08M,small_airport,Carthage-Leake County Airport,454.0,,US,US-MS,CARTHAGE,K08M,,08M,"-89.53009796139999, 32.7611999512",5
K09A,small_airport,Butler-Choctaw County Airport,134.0,,US,US-AL,BUTLER,K09A,,09A,"-88.1275024414, 32.1193008423",5
K09J,small_airport,Jekyll Island Airport,11.0,,US,US-GA,JEKYLL ISLAND,09J,,09J,"-81.42780304, 31.07449913",5
K09K,small_airport,Sargent Municipal Airport,2313.0,,US,US-NE,SARGENT,K09K,,09K,"-99.34040069580078, 41.637001037597656",5
K09M,small_airport,Charleston Municipal Airport,175.0,,US,US-MS,CHARLESTON,K09M,,09M,"-90.0781021118164, 33.99150085449219",5
K09R,small_airport,Tyler County Airport,388.0,,US,US-TX,WOODVILLE,K09R,,09R,"-94.45850372314453, 30.77519989013672",5
K0A2,small_airport,Hester Memorial Airport,517.0,,US,US-SC,CALHOUN FALLS,K0A2,,0A2,"-82.56790161132812, 34.09040069580078",5
K0A3,small_airport,Smithville Municipal Airport,1084.0,,US,US-TN,SMITHVILLE,K0A3,,0A3,"-85.8093032836914, 35.98529815673828",5
K0A4,small_airport,Johnson City Stolport Airport,1550.0,,US,US-TN,JOHNSON CITY,K0A4,,0A4,"-82.30899810791016, 36.36370086669922",5
K0A7,small_airport,Hendersonville Airport,2084.0,,US,US-NC,HENDERSONVILLE,K0A7,,0A7,"-82.43319702148438, 35.30759811401367",5
K0A8,small_airport,Bibb County Airport,251.0,,US,US-AL,CENTREVILLE,K0A8,,0A8,"-87.08889770507812, 32.936798095703125",5
K0A9,small_airport,Elizabethton Municipal Airport,1593.0,,US,US-TN,ELIZABETHTON,K0A9,,0A9,"-82.17330169677734, 36.37120056152344",5
K0B1,small_airport,Bethel Regional Airport,654.0,,US,US-ME,BETHEL,,,0B1,"-70.809896, 44.425201",5
K0B4,small_airport,Hartington Municipal Airport,1387.0,,US,US-NE,HARTINGTON,K0B4,,0B4,"-97.25260162353516, 42.603599548339844",5
K0B5,small_airport,Turners Falls Airport,356.0,,US,US-MA,MONTAGUE,0B5,,0B5,"-72.5227966309, 42.5914001465",5
K0B8,small_airport,Elizabeth Field,9.0,,US,US-NY,FISHERS ISLAND,0B8,FID,0B8,"-72.0316009521, 41.25130081179999",5
K0C0,small_airport,Dacy Airport,913.0,,US,US-IL,HARVARD,K0C0,,0C0,"-88.63240051269531, 42.40250015258789",5
K0C4,small_airport,Pender Municipal Airport,1345.0,,US,US-NE,PENDER,K0C4,,0C4,"-96.72889709, 42.11389923",5
K0D8,small_airport,Gettysburg Municipal Airport,2062.0,,US,US-SD,GETTYSBURG,K0D8,,0D8,"-99.95279694, 44.98669815",5
K0E0,small_airport,Moriarty Municipal Airport,6199.0,,US,US-NM,MORIARTY,,,0E0,"-106.0028, 34.9751",5
K0E8,small_airport,Crownpoint Airport,6696.0,,US,US-NM,CROWNPOINT,,,0E8,"-108.2020034790039, 35.71770095825195",5
K0F2,small_airport,Bowie Municipal Airport,1101.0,,US,US-TX,BOWIE,K0F2,,0F2,"-97.77559661865234, 33.60169982910156",5
K0F4,small_airport,Loup City Municipal Airport,2071.0,,US,US-NE,LOUP CITY,K0F4,,0F4,"-98.9906005859375, 41.29029846191406",5
K0F7,small_airport,Fountainhead Lodge Airpark,670.0,,US,US-OK,EUFAULA,K0F7,,0F7,"-95.5999984741211, 35.38869857788086",5
K0F9,small_airport,Tishomingo Airpark,647.0,,US,US-OK,TISHOMINGO,K0F9,,0F9,"-96.67449951171875, 34.19850158691406",5
K0G3,small_airport,Tecumseh Municipal Airport,1306.0,,US,US-NE,TECUMSEH,K0G3,,0G3,"-96.17140198, 40.3993988",5
K0G6,small_airport,Williams County Airport,730.0,,US,US-OH,BRYAN,K0G6,,0G6,"-84.50659942626953, 41.46739959716797",5
K0G7,small_airport,Finger Lakes Regional Airport,492.0,,US,US-NY,SENECA FALLS,K0G7,,0G7,"-76.78109741210938, 42.88359832763672",5
K0H1,small_airport,Trego Wakeeney Airport,2435.0,,US,US-KS,WAKEENEY,0H1,,0H1,"-99.89289855957, 39.004501342773",5
K0I8,small_airport,Cynthiana-Harrison County Airport,721.0,,US,US-KY,CYNTHIANA,0I8,,0I8,"-84.2833023071, 38.3661994934",5
K0J4,small_airport,Florala Municipal Airport,314.0,,US,US-AL,FLORALA,K0J4,,0J4,"-86.31159973144531, 31.042499542236328",5
K0J6,small_airport,Headland Municipal Airport,359.0,,US,US-AL,HEADLAND,K0J6,,0J6,"-85.3117981, 31.36429977",5
K0J9,small_airport,Flying V Airport,1585.0,,US,US-NE,UTICA,K0J9,,0J9,"-97.35420227050781, 40.867801666259766",5
K0K7,small_airport,Humboldt Municipal Airport,1093.0,,US,US-IA,HUMBOLDT,0K7,HUD,0K7,"-94.2452011108, 42.736099243199995",5
K0L7,small_airport,Jean Airport,2832.0,,US,US-NV,JEAN,K0L7,,0L7,"-115.33000183105469, 35.7682991027832",5
K0L9,small_airport,Echo Bay Airport,1535.0,,US,US-NV,OVERTON,K0L9,,0L9,"-114.46399688720703, 36.311100006103516",5
K0M0,small_airport,Billy Free Municipal Airport,163.0,,US,US-AR,DUMAS,K0M0,,0M0,"-91.53450012207031, 33.88479995727539",5
K0M1,small_airport,Scott Field,520.0,,US,US-TN,PARSONS,K0M1,,0M1,"-88.12799835205078, 35.63779830932617",5
K0M2,small_airport,Reelfoot Lake Airport,289.0,,US,US-TN,TIPTONVILLE,K0M2,,0M2,"-89.34619903564453, 36.47529983520508",5
K0M3,small_airport,John A Baker Field,972.0,,US,US-TN,HOHENWALD,K0M3,,0M3,"-87.59729766845703, 35.54600143432617",5
K0M4,small_airport,Benton County Airport,468.0,,US,US-TN,CAMDEN,K0M4,,0M4,"-88.12329864501953, 36.01110076904297",5
K0M5,small_airport,Humphreys County Airport,756.0,,US,US-TN,WAVERLY,K0M5,,0M5,"-87.73819732666016, 36.116600036621094",5
K0M8,small_airport,Byerley Airport,106.0,,US,US-LA,LAKE PROVIDENCE,K0M8,,0M8,"-91.18769836425781, 32.82590103149414",5
K0M9,small_airport,Delhi Municipal Airport,91.0,,US,US-LA,DELHI,K0M9,,0M9,"-91.49870300292969, 32.410701751708984",5
K0O2,small_airport,Baker Airport,922.0,,US,US-CA,BAKER,K0O2,,0O2,"-116.08300018310547, 35.285499572753906",5
K0Q5,small_airport,Shelter Cove Airport,73.0,,US,US-CA,SHELTER COVE,,,0Q5,"-124.074305, 40.028167",5
K0R0,small_airport,Columbia-Marion County Airport,265.0,,US,US-MS,COLUMBIA,K0R0,,0R0,"-89.8127975464, 31.297000885",5
K0R1,small_airport,Atmore Municipal Airport,287.0,,US,US-AL,ATMORE,K0R1,,0R1,"-87.4468002319336, 31.016199111938477",5
K0R3,small_airport,Abbeville Chris Crusta Memorial Airport,16.0,,US,US-LA,ABBEVILLE,KIYA,,IYA,"-92.084198, 29.97579956",5
K0R4,small_airport,Concordia Parish Airport,54.0,,US,US-LA,VIDALIA,K0R4,,0R4,"-91.50650024414062, 31.562000274658203",5
K0R5,small_airport,David G Joyce Airport,146.0,,US,US-LA,WINNFIELD,K0R5,,0R5,"-92.6603012084961, 31.963699340820312",5
K0R6,small_airport,Hampton Municipal Airport,178.0,,US,US-AR,HAMPTON,K0R6,,0R6,"-92.46029663085938, 33.52259826660156",5
K0S0,small_airport,Lind Airport,1507.0,,US,US-WA,LIND,K0S0,,0S0,"-118.58699798583984, 46.97679901123047",5
K0S7,small_airport,Dorothy Scott Airport,1064.0,,US,US-WA,OROVILLE,K0S7,,0S7,"-119.41200256347656, 48.95899963378906",5
K0S9,small_airport,Jefferson County International Airport,108.0,,US,US-WA,PORT TOWNSEND,K0S9,TWD,0S9,"-122.810997009, 48.0537986755",5
K0V3,small_airport,Pioneer Village Field,2160.0,,US,US-NE,MINDEN,K0V3,,0V3,"-98.94560241699219, 40.51490020751953",5
K0V4,small_airport,Brookneal/Campbell County Airport,596.0,,US,US-VA,BROOKNEAL,K0V4,,0V4,"-79.01640319820001, 37.141700744599994",5
K0V7,small_airport,Kayenta Airport,5710.0,,US,US-AZ,KAYENTA,K0V7,,0V7,"-110.23699951171875, 36.70970153808594",5
K0VG,small_airport,Lee County Airport,1411.0,,US,US-VA,JONESVILLE,K0VG,,0VG,"-83.2177963256836, 36.65409851074219",5
K0W3,small_airport,Harford County Airport,409.0,,US,US-MD,CHURCHVILLE,K0W3,,0W3,"-76.20240020751953, 39.56679916381836",5
K10C,small_airport,Galt Field,875.0,,US,US-IL,GREENWOOD/WONDER LAKE,K10C,,10C,"-88.3750991821289, 42.40290069580078",5
K10G,small_airport,Holmes County Airport,1218.0,,US,US-OH,MILLERSBURG,K10G,,10G,"-81.95439910888672, 40.537200927734375",5
K10U,small_airport,Owyhee Airport,5374.0,,US,US-NV,OWYHEE,K10U,,10U,"-116.18800354003906, 41.95320129394531",5
K11,small_airport,Sam Riggs Airpark,580.0,,US,US-OK,CLAREMORE,K11,,K11,"-95.65190124511719, 36.21820068359375",5
K11A,small_airport,Clayton Municipal Airport,435.0,,US,US-AL,CLAYTON,K11A,,11A,"-85.48490142822266, 31.88330078125",5
K11R,small_airport,Brenham Municipal Airport,307.0,,US,US-TX,BRENHAM,K11R,,11R,"-96.3742981, 30.21899986",5
K11V,small_airport,Easton/Valley View Airport,4820.0,,US,US-CO,GREELEY,K11V,,11V,"-104.60900116, 40.330501556399994",5
K12D,small_airport,Tower Municipal Airport,1369.0,,US,US-MN,TOWER,K12D,,12D,"-92.29170227050781, 47.81829833984375",5
K12G,small_airport,Shelby Community Airport,1120.0,,US,US-OH,SHELBY,K12G,,12G,"-82.69740295410156, 40.87289810180664",5
K12J,small_airport,Brewton Municipal Airport,99.0,,US,US-AL,BREWTON,K12J,,12J,"-87.06559753417969, 31.050600051879883",5
K12K,small_airport,Superior Municipal Airport,1691.0,,US,US-NE,SUPERIOR,K12K,,12K,"-98.06009674072266, 40.0463981628418",5
K12N,small_airport,Aeroflex-Andover Airport,583.0,,US,US-NJ,ANDOVER,K12N,,12N,"-74.7379989624, 41.0085983276",5
K12V,small_airport,Ona Airpark,572.0,,US,US-WV,MILTON,K12V,,12V,"-82.20079803466797, 38.44089889526367",5
K12Y,small_airport,Le Sueur Municipal Airport,868.0,,US,US-MN,LE SUEUR,K12Y,,12Y,"-93.9126968383789, 44.4375",5
K13,small_airport,Mohawk Valley Airport,240.0,,US,US-NY,SCOTIA,K13,,K13,"-74.02870178222656, 42.868099212646484",5
K13C,small_airport,Lakeview-Airport-Griffith Field,969.0,,US,US-MI,LAKEVIEW,K13C,,13C,"-85.26480102539999, 43.4520988464",5
K13K,small_airport,Eureka Municipal Airport,1206.0,,US,US-KS,EUREKA,K13K,,13K,"-96.29170227050781, 37.851600646972656",5
K14A,small_airport,Lake Norman Airpark,839.0,,US,US-NC,MOORESVILLE,K14A,,14A,"-80.89939880371094, 35.612998962402344",5
K14F,small_airport,Hamlin Airport,1753.0,,US,US-TX,HAMLIN,16TX,,16TX,"-100.136648, 32.849674",5
K14G,small_airport,Fremont Airport,663.0,,US,US-OH,FREMONT,K14G,,14G,"-83.16120147705078, 41.333099365234375",5
K14J,small_airport,Carl Folsom Airport,258.0,,US,US-AL,ELBA,K14J,,14J,"-86.090302, 31.41",5
K14M,small_airport,Hollandale Municipal Airport,114.0,,US,US-MS,HOLLANDALE,K14M,,14M,"-90.83070373535156, 33.18259811401367",5
K14Y,small_airport,Todd Field,1333.0,,US,US-MN,LONG PRAIRIE,K14Y,,14Y,"-94.8739013671875, 45.89860153198242",5
K15F,small_airport,Haskell Municipal Airport,1625.0,,US,US-TX,HASKELL,K15F,,15F,"-99.71790313720703, 33.19150161743164",5
K15J,small_airport,Cook County Airport,236.0,,US,US-GA,ADEL,15J,,15J,"-83.453300476074, 31.137800216675",5
K15M,small_airport,Iuka Airport,630.0,,US,US-MS,IUKA,K15M,,15M,"-88.16590118408203, 34.772300720214844",5
K16D,small_airport,Perham Municipal Airport,1371.0,,US,US-MN,PERHAM,K16D,,16D,"-95.60449981689453, 46.60409927368164",5
K16G,small_airport,Seneca County Airport,786.0,,US,US-OH,TIFFIN,K16G,,16G,"-83.2125015258789, 41.09410095214844",5
K16J,small_airport,Dawson Municipal Airport,333.0,,US,US-GA,DAWSON,K16J,,16J,"-84.41929626464844, 31.74329948425293",5
K17,small_airport,Montezuma Municipal Airport,2780.0,,US,US-KS,MONTEZUMA,K17,,K17,"-100.46900177001953, 37.589698791503906",5
K17G,small_airport,Port-Bucyrus-Crawford County Airport,1003.0,,US,US-OH,BUCYRUS,K17G,,17G,"-82.9748001099, 40.78160095210001",5
K17J,small_airport,Donalsonville Municipal Airport,148.0,,US,US-GA,DONALSONVILLE,K17J,,17J,"-84.87760162, 31.00690079",5
K17K,small_airport,Boise City Airport,4178.0,,US,US-OK,BOISE CITY,K17K,,17K,"-102.51000213623047, 36.77429962158203",5
K17M,small_airport,Magee Municipal Airport,555.0,,US,US-MS,MAGEE,K17M,,17M,"-89.80059814453125, 31.862699508666992",5
K17N,small_airport,Cross Keys Airport,162.0,,US,US-NJ,CROSS KEYS,K17N,,17N,"-75.03299713134766, 39.705501556396484",5
K17V,small_airport,Haxtun Municipal Airport,4035.0,,US,US-CO,HAXTUN,K17V,,17V,"-102.60299682617188, 40.625",5
K18A,small_airport,Franklin County Airport,890.0,,US,US-GA,CANON,K18A,,18A,"-83.13349915, 34.34009933",5
K18I,small_airport,Mc Creary County Airport,1370.0,,US,US-KY,PINE KNOT,K18I,,18I,"-84.3916015625, 36.6958999634",5
K18V,small_airport,Platte Valley Airpark,4965.0,,US,US-CO,HUDSON,18V,,18V,"-104.700996399, 40.0999984741",5
K19A,small_airport,Jackson County Airport,951.0,,US,US-GA,JEFFERSON,KJCA,,JCA,"-83.560699, 34.174",5
K19M,small_airport,C. A. Moore Airport,340.0,,US,US-MS,LEXINGTON,K19M,,19M,"-90.0255966187, 33.125499725299996",5
K19N,small_airport,Camden County Airport,149.0,,US,US-NJ,BERLIN,,,19N,"-74.9478, 39.7784",5
K19S,small_airport,Sublette Municipal Airport,2908.0,,US,US-KS,SUBLETTE,19S,,19S,"-100.8300018, 37.49140167",5
K1A0,small_airport,Dallas Bay Sky Park Airport,690.0,,US,US-TN,CHATTANOOGA,K1A0,,1A0,"-85.17769622802734, 35.187599182128906",5
K1A3,small_airport,Martin Campbell Field,1790.0,,US,US-TN,COPPERHILL,K1A3,,1A3,"-84.34629822, 35.01620102",5
K1A4,small_airport,Logan Field,200.0,,US,US-AL,SAMSON,K1A4,,1A4,"-86.06220245361328, 31.102800369262695",5
K1A5,small_airport,Macon County Airport,2020.0,,US,US-NC,FRANKLIN,K1A5,,1A5,"-83.41899871826172, 35.222599029541016",5
K1A6,small_airport,Middlesboro-Bell County Airport,1154.0,,US,US-KY,MIDDLESBORO,1A6,,1A6,"-83.73739624019998, 36.6105995178",5
K1A7,small_airport,Jackson County Airport,515.0,,US,US-TN,GAINESBORO,K1A7,,1A7,"-85.6417007446289, 36.400299072265625",5
K1A9,small_airport,Prattville - Grouby Field,225.0,,US,US-AL,PRATTVILLE,K1A9,,1A9,"-86.51270294190002, 32.4387016296",5
K1B0,small_airport,Dexter Regional Airport,533.0,,US,US-ME,DEXTER,K1B0,,1B0,"-69.23699951171875, 45.00410079956055",5
K1B1,small_airport,Columbia County Airport,198.0,,US,US-NY,HUDSON,1B1,HCC,1B1,"-73.7102966309, 42.2913017273",5
K1B2,small_airport,Katama Airpark,18.0,,US,US-MA,EDGARTOWN,1B2,,1B2,"-70.5243988037, 41.3582992554",5
K1B6,small_airport,Hopedale Industrial Park Airport,269.0,,US,US-MA,HOPEDALE,K1B6,,1B6,"-71.51010131835938, 42.10649871826172",5
K1B9,small_airport,Mansfield Municipal Airport,122.0,,US,US-MA,MANSFIELD,1B9,,1B9,"-71.1968002319, 42.000099182099994",5
K1BT,small_airport,Bonne Terre Municipal Airport,922.0,,US,US-MO,BONNE TERRE,K1BT,,1BT,"-90.57525, 37.919055",5
K1C1,small_airport,Paxton Airport,779.0,,US,US-IL,PAXTON,K1C1,,1C1,"-88.12770080566406, 40.44900131225586",5
K1C5,small_airport,Bolingbrook's Clow International Airport,670.0,,US,US-IL,BOLINGBROOK,K1C5,,1C5,"-88.12920379639999, 41.695999145500004",5
K1D1,small_airport,Milbank Municipal Airport,1118.0,,US,US-SD,MILBANK,K1D1,,1D1,"-96.56600189, 45.23049927",5
K1D3,small_airport,Platte Municipal Airport,1618.0,,US,US-SD,PLATTE,K1D3,,1D3,"-98.82949829101562, 43.40330123901367",5
K1D7,small_airport,The Sigurd Anderson Airport,1854.0,,US,US-SD,WEBSTER,K1D7,,1D7,"-97.51380157470703, 45.292598724365234",5
K1D8,small_airport,Redfield Municipal Airport,1307.0,,US,US-SD,REDFIELD,K1D8,,1D8,"-98.52950286865234, 44.86249923706055",5
K1F0,small_airport,Ardmore Downtown Executive Airport,844.0,,US,US-OK,ARDMORE,,AHD,1F0,"-97.1227035522, 34.1469993591",5
K1F4,small_airport,Madill Municipal Airport,890.0,,US,US-OK,MADILL,K1F4,,1F4,"-96.81199645996094, 34.14039993286133",5
K1F5,small_airport,Hoxie-Sheridan County Airport,2733.0,,US,US-KS,HOXIE,1F5,,1F5,"-100.439002991, 39.3648986816",5
K1G0,small_airport,Wood County Airport,673.0,,US,US-OH,BOWLING GREEN,K1G0,,1G0,"-83.63009643554688, 41.39099884033203",5
K1G1,small_airport,Elyria Airport,758.0,,US,US-OH,ELYRIA,K1G1,,1G1,"-82.10030364990234, 41.33150100708008",5
K1G3,small_airport,Kent State University Airport,1134.0,,US,US-OH,KENT,K1G3,,1G3,"-81.4151001, 41.15140152",5
K1G4,small_airport,Grand Canyon West Airport,4825.0,,US,US-AZ,PEACH SPRINGS,K1G4,GCW,1G4,"-113.816001892, 35.990398407",5
K1G5,small_airport,Medina Municipal Airport,1190.0,,US,US-OH,MEDINA,K1G5,,1G5,"-81.7649002075, 41.131401062",5
K1H0,small_airport,Creve Coeur Airport,463.0,,US,US-MO,ST LOUIS,1H0,,1H0,"-90.50830078119999, 38.7267990112",5
K1H2,small_airport,Effingham County Memorial Airport,587.0,,US,US-IL,EFFINGHAM,K1H2,,1H2,"-88.53350067138672, 39.07040023803711",5
K1H3,small_airport,Linn State Technical College Airport,952.0,,US,US-MO,LINN,K1H3,,1H3,"-91.8152999878, 38.4715003967",5
K1H5,small_airport,Willow Springs Memorial Airport,1247.0,,US,US-MO,WILLOW SPRINGS,K1H5,,1H5,"-91.9541015625, 36.989601135253906",5
K1H8,small_airport,Casey Municipal Airport,654.0,,US,US-IL,CASEY,K1H8,,1H8,"-88.00409698486328, 39.3025016784668",5
K1I5,small_airport,Freehold Airport,440.0,,US,US-NY,FREEHOLD,K1I5,,1I5,"-74.06600189208984, 42.36429977416992",5
K1J0,small_airport,Tri-County Airport,85.0,,US,US-FL,BONIFAY,K1J0,,1J0,"-85.60140228270001, 30.8458003998",5
K1J6,small_airport,Bob Lee Flight Strip,94.0,,US,US-FL,DELAND,K1J6,,1J6,"-81.3136978149414, 29.104400634765625",5
K1K2,small_airport,Lindsay Municipal Airport,968.0,,US,US-OK,LINDSAY,K1K2,,1K2,"-97.58529663085938, 34.849300384521484",5
K1K4,small_airport,David Jay Perry Airport,1168.0,,US,US-OK,GOLDSBY,K1K4,,1K4,"-97.47039794921875, 35.15510177612305",5
K1K7,small_airport,Fredonia Airport,880.0,,US,US-KS,FREDONIA,K1K7,,1K7,"-95.83779907226562, 37.579200744628906",5
K1K9,small_airport,Satanta Municipal Airport,2976.0,,US,US-KS,SATANTA,K1K9,,1K9,"-100.98400115966797, 37.45640182495117",5
K1L0,small_airport,Port of South Louisiana Executive Regional Airport,7.0,,US,US-LA,RESERVE,KAPS,,APS,"-90.582602, 30.087",5
K1L1,small_airport,Lincoln County Airport,4828.0,,US,US-NV,PANACA,1L1,,1L1,"-114.42199707, 37.7874984741",5
K1L3,small_airport,Searchlight Airport,3410.0,,US,US-NV,SEARCHLIGHT,K1L3,,1L3,"-114.90899658203125, 35.444400787353516",5
K1L7,small_airport,Escalante Municipal Airport,5733.0,,US,US-UT,ESCALANTE,K1L7,,1L7,"-111.56999969482422, 37.74530029296875",5
K1L8,small_airport,General Dick Stout Field,3347.0,,US,US-UT,HURRICANE,K1L8,,1L8,"-113.30599975585938, 37.13890075683594",5
K1L9,small_airport,Parowan Airport,5930.0,,US,US-UT,PAROWAN,K1L9,,1L9,"-112.81600189208984, 37.85969924926758",5
K1M2,small_airport,Belzoni Municipal Airport,110.0,,US,US-MS,BELZONI,K1M2,,1M2,"-90.51529693603516, 33.145198822021484",5
K1M4,small_airport,Posey Field,930.0,,US,US-AL,HALEYVILLE,K1M4,,1M4,"-87.60040283203125, 34.28030014038086",5
K1M5,small_airport,Portland Municipal Airport,818.0,,US,US-TN,PORTLAND,K1M5,,1M5,"-86.47669982910156, 36.59280014038086",5
K1M9,small_airport,Lake Barkley State Park Airport,570.0,,US,US-KY,CADIZ,1M9,,1M9,"-87.90750122070001, 36.8177986145",5
K1MO,small_airport,Mountain Grove Memorial Airport,1476.0,,US,US-MO,MOUNTAIN GROVE,K1MO,,1MO,"-92.31120300292969, 37.12070083618164",5
K1N1,small_airport,Sandia Airpark Estates East Airport,6550.0,,US,US-NM,EDGEWOOD,K1N1,,1N1,"-106.16699981689453, 35.09450149536133",5
K1N7,small_airport,Blairstown Airport,372.0,,US,US-NJ,BLAIRSTOWN,1N7,,1N7,"-74.99749755859999, 40.9710998535",5
K1O1,small_airport,Grandfield Municipal Airport,1128.0,,US,US-OK,GRANDFIELD,K1O1,,1O1,"-98.74199676513672, 34.23759841918945",5
K1O2,small_airport,Lampson Field,1379.0,,US,US-CA,LAKEPORT,1O2,CKE,1O2,"-122.901000977, 38.9906005859",5
K1O3,small_airport,Lodi Airport,60.0,,US,US-CA,LODI,K1O3,,1O3,"-121.2679977, 38.20240021",5
K1O4,small_airport,Thomas Municipal Airport,1731.0,,US,US-OK,THOMAS,K1O4,,1O4,"-98.7302017211914, 35.73440170288086",5
K1O5,small_airport,Montague-Yreka Rohrer Field,2527.0,,US,US-CA,MONTAGUE,K1O5,ROF,1O5,"-122.54599762, 41.7304000854",5
K1O8,small_airport,Tipton Municipal Airport,1248.0,,US,US-OK,TIPTON,K1O8,,1O8,"-99.17130279541016, 34.45859909057617",5
K1Q2,small_airport,Spaulding Airport,5116.0,,US,US-CA,SUSANVILLE,K1Q2,,1Q2,"-120.76899719238281, 40.650299072265625",5
K1Q4,small_airport,New Jerusalem Airport,62.0,,US,US-CA,TRACY,K1Q4,,1Q4,"-121.30000305175781, 37.679100036621094",5
K1R1,small_airport,Jena Airport,212.0,,US,US-LA,JENA,K1R1,,1R1,"-92.15750122070312, 31.65690040588379",5
K1R4,small_airport,Woodworth Airport,140.0,,US,US-LA,WOODWORTH,K1R4,,1R4,"-92.50140380859375, 31.126399993896484",5
K1R7,small_airport,Brookhaven-Lincoln County Airport,489.0,,US,US-MS,BROOKHAVEN,K1R7,,1R7,"-90.40930175780001, 31.605800628699996",5
K1R8,small_airport,Bay Minette Municipal Airport,248.0,,US,US-AL,BAY MINETTE,K1R8,,1R8,"-87.81929779052734, 30.870399475097656",5
K1S3,small_airport,Tillitt Field,2727.0,,US,US-MT,FORSYTH,K1S3,,1S3,"-106.6240005493164, 46.27109909057617",5
K1S5,small_airport,Sunnyside Municipal Airport,768.0,,US,US-WA,SUNNYSIDE,K1S5,,1S5,"-119.9700012, 46.32709885",5
K1S9,small_airport,Chewelah Municipal  Airport,2084.0,,US,US-WA,CHEWELAH,,,1S9,"-117.742995, 48.314098",5
K1T7,small_airport,Kestrel Airpark,1250.0,,US,US-TX,SAN ANTONIO,K1T7,,1T7,"-98.42530059814453, 29.812700271606445",5
K1U2,small_airport,Mud Lake/West Jefferson County/ Airport,4787.0,,US,US-ID,MUD LAKE,K1U2,,1U2,"-112.499000549, 43.848201751699996",5
K1U7,small_airport,Bear Lake County Airport,5928.0,,US,US-ID,PARIS,K1U7,,1U7,"-111.33799743652344, 42.24720001220703",5
K1V0,small_airport,Navajo Lake Airport,6475.0,,US,US-NM,NAVAJO DAM,K1V0,,1V0,"-107.6510009765625, 36.80830001831055",5
K1V2,small_airport,Grant County Airport,3710.0,,US,US-NE,HYANNIS,K1V2,,1V2,"-101.76899719238281, 42.0093994140625",5
K1V6,small_airport,Fremont County Airport,5439.0,,US,US-CO,CA̱ON CITY,1V6,CNE,1V6,"-105.106002808, 38.428001403799996",5
K1V8,small_airport,Leach Airport,7598.0,,US,US-CO,CENTER,K1V8,,1V8,"-106.03800201416016, 37.784698486328125",5
K1X1,small_airport,Higgins-Lipscomb County Airport,2566.0,,US,US-TX,HIGGINS,K1X1,,1X1,"-100.026000977, 36.105899810800004",5
K20A,small_airport,Robbins Field,1140.0,,US,US-AL,ONEONTA,K20A,,20A,"-86.37940216064453, 33.9723014831543",5
K20M,small_airport,Macon Municipal Airport,238.0,,US,US-MS,MACON,K20M,,20M,"-88.53559875488281, 33.13349914550781",5
K20N,small_airport,Kingston-Ulster Airport,149.0,,US,US-NY,KINGSTON,K20N,,20N,"-73.96410369870001, 41.9852981567",5
K20R,small_airport,Crystal City Municipal Airport,608.0,,US,US-TX,CRYSTAL CITY,K20R,,20R,"-99.81780242919922, 28.697799682617188",5
K20U,small_airport,Beach Airport,2756.0,,US,US-ND,BEACH,K20U,,20U,"-103.98200225830078, 46.925201416015625",5
K20V,small_airport,Mc Elroy Airfield,7411.0,,US,US-CO,KREMMLING,K20V,,20V,"-106.369003296, 40.0536994934",5
K21D,small_airport,Lake Elmo Airport,933.0,,US,US-MN,ST PAUL,K21D,,21D,"-92.85569763, 44.99750137",5
K21F,small_airport,Jacksboro Municipal Airport,1055.0,,US,US-TX,JACKSBORO,K21F,,21F,"-98.14669799804688, 33.22869873046875",5
K22F,small_airport,Kent County Airport,2006.0,,US,US-TX,JAYTON,K22F,,22F,"-100.569000244, 33.2293014526",5
K22I,small_airport,Vinton County Airport,958.0,,US,US-OH,MC ARTHUR,K22I,,22I,"-82.44180297851562, 39.32809829711914",5
K22M,small_airport,Pontotoc County Airport,440.0,,US,US-MS,PONTOTOC,K22M,,22M,"-89.03839874267578, 34.275901794433594",5
K22N,small_airport,Jake Arner Memorial Airport,534.0,,US,US-PA,LEHIGHTON,K22N,,22N,"-75.7614974975586, 40.80950164794922",5
K22S,small_airport,Paisley Airport,4395.0,,US,US-OR,PAISLEY,K22S,,22S,"-120.56300354003906, 42.717899322509766",5
K23,small_airport,Cooperstown-Westville Airport,1260.0,,US,US-NY,COOPERSTOWN,K23,COP,K23,"-74.89099884030001, 42.6291999817",5
K23M,small_airport,Clarke County Airport,320.0,,US,US-MS,QUITMAN,,,23M,"-88.738897, 32.0849",5
K23R,small_airport,Devine Municipal Airport,703.0,,US,US-TX,DEVINE,K23R,,23R,"-98.94190216064453, 29.138399124145508",5
K24A,small_airport,Jackson County Airport,2857.0,,US,US-NC,SYLVA,K24A,,24A,"-83.20989990234375, 35.31740188598633",5
K24F,small_airport,Cypress River Airport,221.0,,US,US-TX,JEFFERSON,K24F,,24F,"-94.30439758300781, 32.74599838256836",5
K24J,small_airport,Suwannee County Airport,104.0,,US,US-FL,LIVE OAK,K24J,,24J,"-83.02469635009766, 30.300100326538086",5
